abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
control,,2017,manuell,200,golf,150000,,3100
control,,2017,manuell,140,andere,150000,,3650
control,bus,2012,manuell,114,vivaro,100000,diesel,8000
test,,1990,,0,,30000,,999
test,kleinwagen,1998,manuell,0,arosa,150000,diesel,750
test,kombi,2011,automatik,245,5er,80000,diesel,24900
control,cabrio,1999,manuell,110,mx_reihe,150000,benzin,2350
control,kombi,1998,automatik,100,vectra,150000,benzin,250
test,limousine,2005,manuell,192,corolla,125000,benzin,4999
control,limousine,1996,manuell,0,,150000,benzin,1
control,limousine,2007,automatik,306,golf,150000,benzin,11999
control,limousine,2009,manuell,122,1er,90000,benzin,8450
test,kleinwagen,1997,manuell,60,corsa,150000,benzin,666
control,limousine,2001,manuell,192,3er,150000,benzin,4700
control,kleinwagen,2006,manuell,95,forfour,150000,benzin,3500
control,kleinwagen,2001,manuell,75,2_reihe,150000,benzin,1400
test,limousine,2004,automatik,218,5er,150000,diesel,7000
test,bus,2012,manuell,92,berlingo,60000,diesel,12500
control,kombi,2002,automatik,105,e_klasse,150000,diesel,1500
test,,1995,,0,omega,5000,,0
test,cabrio,2008,automatik,71,fortwo,125000,benzin,4700
test,kombi,1999,manuell,115,omega,150000,benzin,0
test,,2017,manuell,0,3er,150000,benzin,3800
control,limousine,1992,automatik,0,3er,150000,,1699
test,coupe,1999,manuell,193,clk,150000,benzin,1100
control,kleinwagen,1998,manuell,60,ibiza,150000,benzin,800
test,kleinwagen,1992,manuell,50,fiesta,150000,,750
test,,2017,manuell,114,c_reihe,90000,diesel,9250
control,bus,2002,manuell,84,ducato,150000,diesel,3500
control,kleinwagen,1985,manuell,39,polo,40000,benzin,3499
control,suv,2008,manuell,140,tiguan,125000,diesel,13800
control,limousine,1991,automatik,326,andere,150000,benzin,11500
control,limousine,2006,manuell,102,a3,150000,benzin,5500
test,kombi,2007,automatik,235,5er,150000,diesel,9800
control,bus,2005,manuell,101,meriva,150000,diesel,1900
test,limousine,2013,manuell,86,golf,50000,benzin,11750
test,kleinwagen,2007,manuell,150,147,150000,diesel,3700
test,limousine,2004,manuell,171,leon,150000,diesel,6199
test,kleinwagen,1998,manuell,54,,150000,benzin,300
test,cabrio,1997,manuell,150,80,150000,benzin,1800
test,bus,2005,manuell,178,transporter,150000,diesel,9449
control,kleinwagen,1998,manuell,56,sirion,150000,benzin,750
control,kombi,2003,manuell,103,stilo,125000,benzin,1800
test,kleinwagen,2011,manuell,60,panda,20000,benzin,6000
control,kleinwagen,2003,manuell,109,2_reihe,125000,benzin,2300
control,kombi,2006,manuell,143,c_klasse,125000,benzin,6900
test,kleinwagen,1997,manuell,45,polo,100000,benzin,750
test,kleinwagen,2003,manuell,69,corsa,150000,diesel,3190
test,kombi,2004,manuell,121,6_reihe,150000,diesel,2900
test,,2016,manuell,75,,150000,benzin,800
test,limousine,2014,automatik,218,x_reihe,50000,diesel,30900
control,kleinwagen,2008,manuell,77,punto,100000,benzin,4950
control,,2016,manuell,90,megane,150000,,700
test,coupe,2010,manuell,163,andere,125000,diesel,13490
control,kombi,2006,manuell,150,3er,150000,benzin,5800
test,kombi,2011,manuell,130,insignia,150000,diesel,9950
test,andere,2003,,0,andere,150000,andere,0
test,kleinwagen,2000,manuell,50,arosa,150000,benzin,999
test,limousine,2004,manuell,105,a3,150000,diesel,3400
test,kleinwagen,1996,automatik,60,corsa,20000,benzin,1400
control,limousine,1999,manuell,0,golf,150000,diesel,1999
control,,2017,automatik,143,3er,150000,benzin,3500
test,limousine,2005,manuell,95,stilo,150000,benzin,1299
control,,2016,,45,polo,150000,benzin,80
control,limousine,2005,manuell,226,focus,90000,benzin,9750
test,bus,2007,automatik,140,golf,50000,diesel,9500
control,kombi,2001,manuell,131,a6,150000,diesel,3290
control,limousine,2004,automatik,163,c_klasse,125000,benzin,3399
test,cabrio,1980,manuell,67,,150000,benzin,15000
control,kombi,1999,,0,,150000,benzin,1500
test,limousine,2006,automatik,286,x_reihe,150000,diesel,11900
control,kombi,2012,manuell,140,octavia,125000,diesel,12000
test,limousine,2001,manuell,170,5er,150000,benzin,5000
test,limousine,2006,automatik,0,,150000,diesel,0
test,,1997,,0,andere,150000,,350
control,bus,2005,manuell,95,b_klasse,100000,benzin,7999
control,,2017,manuell,110,scenic,150000,diesel,3800
control,kleinwagen,1992,manuell,75,golf,150000,benzin,800
test,limousine,1990,automatik,170,5er,100000,,5299
test,limousine,2003,manuell,116,3er,150000,benzin,3499
test,,2017,automatik,105,touran,150000,,4100
test,kleinwagen,2000,manuell,68,yaris,125000,benzin,1000
test,limousine,2003,automatik,0,astra,150000,benzin,1299
test,cabrio,1972,manuell,80,andere,125000,benzin,9000
control,kleinwagen,1998,manuell,60,1_reihe,125000,benzin,799
test,cabrio,2002,manuell,109,,70000,benzin,3999
test,limousine,2005,manuell,204,x_reihe,150000,diesel,8200
test,limousine,2000,manuell,60,lanos,150000,benzin,800
test,limousine,1982,,0,,150000,benzin,1700
control,,2018,manuell,200,golf,60000,benzin,11500
control,,2016,manuell,0,ka,20000,benzin,250
test,bus,2005,manuell,150,zafira,150000,diesel,4349
control,,2017,manuell,125,mondeo,150000,benzin,800
test,kombi,2001,manuell,0,laguna,150000,benzin,2500
test,,1990,,0,andere,150000,,80
control,kleinwagen,2005,manuell,54,fabia,60000,benzin,3500
control,limousine,2004,manuell,256,a6,150000,benzin,7399
control,limousine,2010,manuell,239,a6,100000,diesel,21500
control,kleinwagen,1997,manuell,54,twingo,150000,benzin,599
test,limousine,2010,automatik,101,focus,30000,benzin,7950
control,,2017,automatik,150,e_klasse,125000,,10500
test,limousine,1998,manuell,75,megane,150000,benzin,450
control,,2017,manuell,95,c_max,90000,diesel,9500
test,kleinwagen,1998,automatik,101,,150000,benzin,1100
control,kleinwagen,2007,manuell,70,corsa,125000,benzin,3500
control,coupe,1986,manuell,250,andere,10000,benzin,44000
test,limousine,2014,manuell,184,1er,50000,diesel,25990
test,,2016,manuell,174,golf,150000,benzin,2250
test,limousine,2014,manuell,150,a3,70000,diesel,20750
control,kombi,2005,manuell,140,a4,150000,,7950
test,kleinwagen,2000,manuell,0,,150000,,700
test,kombi,2005,manuell,102,octavia,150000,benzin,4500
test,kombi,2004,manuell,120,laguna,90000,benzin,2850
test,limousine,2008,manuell,105,golf,150000,diesel,6300
control,kleinwagen,1996,manuell,54,twingo,150000,benzin,550
test,limousine,1999,automatik,310,a8,150000,benzin,5300
test,kleinwagen,1998,manuell,75,golf,150000,benzin,1549
control,limousine,1992,automatik,116,80,100000,benzin,1700
test,limousine,2000,manuell,140,156,150000,benzin,1100
control,cabrio,2006,manuell,125,tigra,150000,benzin,4300
test,suv,2008,manuell,140,tucson,100000,benzin,5500
test,limousine,2004,automatik,163,avensis,150000,benzin,4850
control,kombi,2005,manuell,0,passat,150000,diesel,2600
test,limousine,2011,manuell,122,a1,60000,benzin,13299
test,limousine,2005,manuell,130,mondeo,5000,,4500
control,kleinwagen,1999,manuell,75,andere,100000,benzin,800
test,kombi,2003,manuell,103,stilo,100000,benzin,2290
control,kleinwagen,2013,manuell,60,fabia,20000,benzin,6980
control,,2018,manuell,54,andere,90000,,1750
test,bus,2009,manuell,140,alhambra,150000,diesel,6400
control,kleinwagen,1997,manuell,0,ka,150000,benzin,200
control,limousine,1997,automatik,165,a6,150000,benzin,2900
test,kleinwagen,1999,manuell,75,ibiza,150000,benzin,400
control,coupe,2005,manuell,105,stilo,150000,benzin,2450
control,limousine,1999,automatik,131,mondeo,150000,benzin,400
test,kombi,2000,manuell,184,5er,150000,diesel,2800
test,cabrio,2012,manuell,140,golf,40000,diesel,23500
test,limousine,2003,manuell,136,stilo,150000,diesel,1850
test,suv,2006,manuell,177,rav,150000,diesel,7000
control,bus,2010,automatik,203,s_max,100000,benzin,17199
control,kombi,2005,automatik,136,3_reihe,150000,benzin,2750
test,limousine,2000,manuell,150,golf,90000,benzin,5450
control,limousine,1993,automatik,143,3er,150000,diesel,0
control,limousine,1993,manuell,230,andere,150000,benzin,35000
test,coupe,2007,automatik,95,a_klasse,150000,benzin,5400
test,cabrio,1998,manuell,116,z_reihe,150000,benzin,2750
test,coupe,2004,manuell,150,3er,125000,diesel,5900
test,kleinwagen,2012,manuell,69,corsa,80000,benzin,6099
control,limousine,1991,manuell,150,kadett,150000,benzin,2800
test,kleinwagen,2000,manuell,75,golf,150000,benzin,1190
control,cabrio,2009,manuell,160,tt,70000,benzin,18700
control,coupe,1994,manuell,192,,150000,benzin,1900
test,kleinwagen,2005,manuell,101,lupo,150000,benzin,3250
control,coupe,1994,manuell,88,mx_reihe,150000,benzin,500
control,bus,2007,manuell,88,note,125000,benzin,2900
test,cabrio,2001,automatik,45,fortwo,90000,benzin,2345
control,,2016,manuell,75,golf,70000,benzin,150
test,kleinwagen,2001,manuell,50,fiesta,150000,benzin,1111
test,limousine,1999,manuell,101,vectra,150000,benzin,800
control,,1970,,0,kaefer,150000,,0
control,limousine,2009,manuell,80,golf,125000,benzin,7300
test,kleinwagen,2007,,54,fox,60000,,4500
test,kombi,2001,manuell,129,c_klasse,150000,benzin,2950
test,,2000,,0,3er,5000,,0
control,cabrio,2009,manuell,140,a3,90000,diesel,16950
test,,2016,manuell,0,golf,125000,diesel,8000
test,kombi,2008,manuell,177,5er,150000,diesel,8950
control,,2016,manuell,60,andere,150000,,699
control,kleinwagen,1993,manuell,60,golf,150000,benzin,1550
control,limousine,2004,manuell,0,passat,5000,diesel,2600
test,kombi,2008,,136,c4,125000,diesel,9500
control,kleinwagen,2003,automatik,75,corsa,125000,benzin,1600
test,kombi,2000,manuell,16,focus,150000,,870
control,coupe,1983,manuell,170,andere,90000,benzin,4600
control,suv,2002,manuell,125,andere,150000,diesel,1999
test,suv,1999,automatik,120,g_klasse,150000,diesel,11250
control,bus,1982,manuell,69,transporter,50000,benzin,9999
test,,2016,,75,corsa,5000,,650
test,kleinwagen,2000,manuell,58,kangoo,150000,benzin,400
control,bus,2009,manuell,115,andere,150000,diesel,8000
test,limousine,1993,,101,3er,100000,benzin,0
test,,2016,manuell,101,zafira,150000,benzin,1190
control,kleinwagen,2004,manuell,60,corsa,150000,benzin,1300
test,kleinwagen,2007,manuell,101,sirion,150000,benzin,4000
control,bus,2012,manuell,140,sharan,70000,diesel,21600
control,cabrio,2010,automatik,185,cooper,125000,,12490
test,cabrio,2007,manuell,200,eos,90000,benzin,11490
test,,2017,manuell,193,,150000,,0
test,kombi,1994,manuell,116,passat,150000,benzin,1000
control,kleinwagen,2007,manuell,69,panda,90000,diesel,2099
test,limousine,2003,manuell,75,golf,150000,benzin,2250
control,kombi,2010,automatik,170,c_klasse,150000,diesel,15400
control,limousine,2000,automatik,85,vectra,150000,benzin,599
control,kombi,2005,automatik,231,c_klasse,150000,lpg,7300
test,kleinwagen,1999,manuell,58,twingo,80000,benzin,1450
test,kleinwagen,2000,automatik,0,fortwo,100000,benzin,2190
test,limousine,2009,automatik,125,a3,100000,benzin,10900
test,limousine,1996,manuell,101,golf,150000,benzin,1100
test,bus,1996,manuell,0,caddy,150000,diesel,1300
test,,1995,manuell,220,golf,150000,benzin,5000
test,cabrio,2004,manuell,163,a4,125000,benzin,8600
control,limousine,2006,manuell,265,1er,125000,benzin,14000
test,limousine,2003,manuell,103,stilo,150000,benzin,850
control,,2016,manuell,0,galaxy,150000,diesel,5900
control,kombi,2003,manuell,177,e_klasse,150000,diesel,5400
control,suv,2008,manuell,155,santa,125000,diesel,9950
control,kleinwagen,2015,manuell,136,1er,30000,benzin,301
test,coupe,1995,manuell,193,3er,5000,benzin,13999
test,kleinwagen,2007,manuell,88,getz,150000,diesel,1550
control,kombi,1991,automatik,132,andere,150000,benzin,1600
control,limousine,2001,manuell,120,147,150000,benzin,600
control,kombi,2006,automatik,250,a3,150000,benzin,14500
test,kombi,2011,manuell,105,golf,60000,benzin,10500
test,kleinwagen,2005,manuell,75,fabia,150000,benzin,2999
test,limousine,2000,manuell,163,c_klasse,150000,benzin,1700
control,limousine,2010,automatik,239,phaeton,125000,diesel,25900
test,limousine,2004,manuell,90,astra,100000,benzin,2950
test,bus,2001,manuell,101,zafira,150000,diesel,1290
test,limousine,2006,automatik,476,e_klasse,150000,benzin,13900
test,limousine,1994,automatik,264,,125000,benzin,6750
control,kleinwagen,1998,manuell,60,ibiza,150000,benzin,750
test,kombi,1998,,0,passat,150000,benzin,400
control,bus,1995,manuell,68,transporter,150000,diesel,1599
test,cabrio,2005,manuell,109,2_reihe,150000,diesel,3950
test,kleinwagen,2000,manuell,0,twingo,150000,benzin,750
test,,2016,manuell,75,golf,150000,benzin,570
control,coupe,2008,manuell,265,a5,125000,benzin,17444
test,,2018,manuell,54,clio,150000,benzin,1480
test,bus,2002,manuell,88,transporter,125000,diesel,6300
test,limousine,2011,automatik,211,a4,100000,benzin,20899
control,kombi,1999,manuell,152,galant,150000,benzin,400
control,,2017,automatik,90,,80000,,680
test,kombi,2005,manuell,82,rio,100000,benzin,1400
test,limousine,2002,automatik,180,a6,150000,,3000
control,coupe,1993,automatik,150,3er,150000,benzin,900
control,limousine,1993,automatik,193,e_klasse,80000,benzin,9990
test,kleinwagen,2003,manuell,47,polo,150000,,2750
test,limousine,2005,,110,astra,100000,benzin,5600
test,limousine,1996,manuell,75,3_reihe,150000,benzin,999
control,kleinwagen,1999,manuell,50,lupo,150000,benzin,1300
test,kleinwagen,2006,manuell,0,matiz,90000,,1800
control,limousine,1994,manuell,150,100,150000,benzin,1550
control,,2016,manuell,140,,150000,,12999
test,kleinwagen,1998,manuell,60,corsa,150000,benzin,700
control,bus,2009,manuell,175,s_max,150000,diesel,12500
test,kleinwagen,2010,manuell,60,panda,60000,benzin,3500
test,limousine,1989,manuell,132,e_klasse,150000,benzin,890
control,coupe,2000,manuell,0,clk,150000,benzin,1800
test,kombi,2000,manuell,115,focus,150000,benzin,700
test,limousine,2003,manuell,140,laguna,150000,benzin,3000
test,,2018,manuell,58,twingo,125000,benzin,1790
test,kleinwagen,2002,manuell,60,arosa,150000,benzin,1499
test,kombi,1991,manuell,77,transporter,30000,diesel,2879
control,suv,2005,manuell,117,freelander,125000,benzin,6150
test,kleinwagen,2002,manuell,65,polo,150000,benzin,2500
control,kombi,2003,manuell,156,sprinter,150000,diesel,4750
control,kombi,2009,,0,octavia,150000,diesel,3200
test,bus,2005,manuell,0,transporter,150000,diesel,4200
control,suv,2007,manuell,150,x_reihe,125000,benzin,9300
control,kleinwagen,2000,manuell,55,corsa,150000,benzin,550
control,limousine,2001,manuell,131,a6,150000,diesel,2700
control,limousine,2004,automatik,105,astra,90000,benzin,4650
control,limousine,2004,automatik,77,andere,150000,hybrid,4200
test,kombi,2000,manuell,101,vectra,150000,benzin,1650
control,limousine,2010,automatik,204,e_klasse,100000,diesel,21250
test,limousine,2003,manuell,116,3er,150000,benzin,4800
control,limousine,1994,manuell,136,c_klasse,100000,benzin,1200
control,kleinwagen,2005,,61,fortwo,100000,benzin,2700
control,kombi,2012,automatik,204,a6,60000,diesel,350
control,limousine,2003,manuell,170,3er,125000,benzin,6500
control,limousine,2005,manuell,155,,150000,benzin,5750
test,,2015,,0,,5000,,0
control,limousine,2002,automatik,163,andere,125000,benzin,5900
test,kombi,1998,manuell,90,scenic,150000,benzin,799
test,kombi,2008,,0,sharan,150000,diesel,3100
test,limousine,2000,manuell,163,c_klasse,150000,benzin,3799
test,bus,2012,automatik,170,sharan,125000,diesel,22000
control,limousine,1983,manuell,0,,150000,benzin,0
test,limousine,2005,manuell,200,a3,150000,benzin,6000
control,limousine,2007,manuell,102,golf,150000,benzin,5550
test,limousine,2000,automatik,125,a6,150000,benzin,2700
control,,2017,manuell,81,andere,60000,,3990
test,kleinwagen,2005,manuell,75,polo,125000,benzin,5000
control,kombi,1997,,144,v70,150000,lpg,250
control,kombi,2014,automatik,306,3er,30000,benzin,44990
test,limousine,2006,,0,1er,125000,benzin,2800
test,kleinwagen,1996,manuell,75,golf,150000,benzin,600
control,bus,1995,manuell,75,transporter,150000,diesel,1
test,kleinwagen,1998,automatik,75,1_reihe,100000,benzin,900
test,kleinwagen,2012,automatik,71,fortwo,60000,benzin,6450
control,kleinwagen,2002,automatik,101,golf,125000,benzin,4444
control,,2016,manuell,101,combo,150000,,2400
control,bus,2003,manuell,133,andere,150000,lpg,2400
control,,2018,manuell,102,passat,150000,,3300
test,kleinwagen,2008,automatik,45,fortwo,150000,diesel,3700
control,kleinwagen,1995,manuell,50,fiesta,150000,benzin,500
control,bus,1999,,0,espace,150000,benzin,750
control,,2017,manuell,0,polo,150000,diesel,1300
control,kombi,2007,manuell,109,focus,150000,diesel,2100
control,kombi,2012,manuell,102,caddy,70000,diesel,12900
test,limousine,2004,automatik,272,7er,150000,benzin,5200
test,limousine,2000,automatik,184,3er,150000,diesel,5350
control,,2017,manuell,85,ypsilon,50000,,6790
test,cabrio,1997,manuell,193,slk,150000,benzin,6000
test,kombi,2013,manuell,211,a4,30000,benzin,26999
test,,2017,,0,passat,150000,benzin,1400
test,kleinwagen,2001,manuell,57,andere,125000,diesel,590
test,kleinwagen,2001,manuell,75,2_reihe,150000,benzin,1090
control,suv,2006,manuell,150,x_reihe,150000,diesel,8300
control,suv,2009,manuell,185,xc_reihe,150000,diesel,16890
test,bus,2003,manuell,75,combo,150000,diesel,1950
test,limousine,2000,automatik,306,c_klasse,70000,benzin,19500
test,kombi,2000,manuell,100,vectra,5000,diesel,400
test,,2000,manuell,75,golf,150000,benzin,300
control,limousine,2001,manuell,82,a_klasse,125000,benzin,2699
control,bus,2006,manuell,140,sharan,150000,diesel,7500
test,,2017,manuell,75,2_reihe,90000,benzin,2500
test,,2017,manuell,95,a_klasse,150000,diesel,2800
test,limousine,2006,automatik,272,5er,150000,diesel,13000
control,bus,2007,manuell,0,touran,150000,lpg,7000
control,kleinwagen,1996,manuell,55,corsa,150000,benzin,150
test,kleinwagen,2005,manuell,54,panda,125000,benzin,2650
test,cabrio,2004,,170,3er,150000,,9500
